,Alabama,,,,,,,,Alaska,,,,,,,,Arizona,,,,,,,,Arkansas,,,,,,,,California,,,,,,,,Colorado,,,,,,,,Connecticut,,,,,,,,Delaware,,,,,,,,District of Columbia,,,,,,,,Florida,,,,,,,,Georgia,,,,,,,,Hawaii,,,,,,,,Idaho,,,,,,,,Illinois,,,,,,,,Indiana,,,,,,,,Iowa,,,,,,,,Kansas,,,,,,,,Kentucky,,,,,,,,Louisiana,,,,,,,,Maine,,,,,,,,Maryland,,,,,,,,Massachusetts,,,,,,,,Michigan,,,,,,,,Minnesota,,,,,,,,Mississippi,,,,,,,,Missouri,,,,,,,,Montana,,,,,,,,Nebraska,,,,,,,,Nevada,,,,,,,,New Hampshire,,,,,,,,New Jersey,,,,,,,,New Mexico,,,,,,,,New York,,,,,,,,North Carolina,,,,,,,,North Dakota,,,,,,,,Ohio,,,,,,,,Oklahoma,,,,,,,,Oregon,,,,,,,,Pennsylvania,,,,,,,,Rhode Island,,,,,,,,South Carolina,,,,,,,,South Dakota,,,,,,,,Tennessee,,,,,,,,Texas,,,,,,,,Utah,,,,,,,,Vermont,,,,,,,,Virginia,,,,,,,,Washington,,,,,,,,West Virginia,,,,,,,,Wisconsin,,,,,,,,Wyoming,,,,,,,,Puerto Rico,,,,,,,
,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,,Households,,Families,,Married-couple families,,Nonfamily households,
Label,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error
Total,"1,888,504","±5,749","1,234,552","±7,117","893,948","±7,459","653,952","±5,379","255,173","±1,326","167,815","±1,899","127,312","±1,948","87,358","±1,932","2,643,430","±6,290","1,720,736","±8,674","1,256,731","±9,162","922,694","±7,415","1,170,544","±4,411","770,111","±5,118","564,299","±5,139","400,433","±4,290","13,103,114","±18,542","8,986,666","±23,960","6,510,580","±28,316","4,116,448","±12,837","2,137,402","±4,703","1,358,903","±5,475","1,069,666","±6,589","778,499","±5,154","1,385,437","±3,268","902,996","±4,503","664,429","±5,234","482,441","±4,473","370,953","±1,823","243,012","±2,819","178,030","±2,862","127,941","±2,863","288,307","±1,319","123,496","±2,351","75,305","±1,770","164,811","±2,605","7,931,313","±23,200","5,118,059","±22,339","3,721,358","±22,536","2,813,254","±12,331","3,830,264","±8,096","2,565,233","±11,297","1,813,793","±12,408","1,265,031","±8,450","467,932","±1,883","324,482","±2,611","239,548","±2,775","143,450","±2,534","649,299","±2,233","441,391","±3,461","356,168","±3,902","207,908","±3,356","4,884,061","±8,585","3,116,415","±10,228","2,301,114","±11,693","1,767,646","±7,877","2,602,770","±6,793","1,679,392","±8,218","1,252,150","±8,783","923,378","±6,153","1,273,941","±4,037","800,738","±3,998","631,258","±4,909","473,203","±3,625","1,141,985","±4,096","737,611","±3,868","576,150","±4,765","404,374","±4,061","1,748,053","±5,379","1,139,116","±5,548","839,220","±6,433","608,937","±4,461","1,751,956","±5,502","1,116,752","±6,697","759,939","±6,441","635,204","±6,251","569,551","±2,285","349,955","±2,947","275,146","±3,194","219,596","±3,158","2,230,527","±4,131","1,479,378","±6,420","1,062,391","±6,364","751,149","±6,130","2,646,980","±4,188","1,673,992","±6,251","1,240,714","±8,034","972,988","±5,329","3,980,408","±8,401","2,526,437","±8,567","1,865,163","±10,185","1,453,971","±6,895","2,207,988","±5,616","1,404,798","±6,373","1,110,550","±7,084","803,190","±5,715","1,116,649","±4,463","740,489","±5,332","499,635","±4,827","376,160","±4,479","2,440,212","±6,698","1,551,056","±8,319","1,165,218","±8,548","889,156","±6,698","436,048","±1,975","267,258","±2,749","215,085","±2,578","168,790","±2,797","766,663","±2,410","488,849","±2,562","383,188","±2,976","277,814","±2,505","1,130,011","±2,777","720,213","±5,529","501,828","±5,061","409,798","±5,030","539,116","±1,981","351,445","±2,510","281,607","±2,795","187,671","±2,596","3,272,054","±6,029","2,247,306","±7,248","1,669,437","±9,427","1,024,748","±6,382","792,755","±2,457","496,734","±3,462","340,736","±3,845","296,021","±3,605","7,417,224","±12,559","4,670,153","±13,354","3,259,898","±15,699","2,747,071","±10,314","4,031,592","±8,480","2,625,055","±10,866","1,931,039","±11,236","1,406,537","±7,015","320,873","±1,737","189,465","±2,018","152,651","±2,209","131,408","±1,895","4,717,226","±9,371","2,952,151","±9,962","2,145,605","±12,840","1,765,075","±7,383","1,493,569","±3,009","975,207","±4,447","717,880","±4,902","518,362","±4,533","1,642,579","±3,451","1,034,877","±5,606","793,578","±6,157","607,702","±4,982","5,106,601","±8,064","3,254,545","±8,811","2,423,060","±11,274","1,852,056","±8,143","414,730","±1,881","257,849","±2,332","184,719","±2,241","156,881","±2,736","1,961,481","±5,748","1,280,623","±7,141","923,300","±7,619","680,858","±5,902","347,878","±1,737","218,705","±2,183","171,918","±2,317","129,173","±1,957","2,639,455","±6,788","1,726,939","±7,286","1,270,962","±8,461","912,516","±6,552","9,906,070","±18,881","6,838,900","±21,582","4,974,588","±25,868","3,067,170","±12,481","1,003,345","±2,384","746,286","±3,953","611,370","±4,732","257,059","±3,522","262,852","±1,220","157,105","±1,448","124,107","±1,636","105,747","±1,492","3,184,121","±7,450","2,103,100","±9,504","1,598,945","±10,720","1,081,021","±7,467","2,905,822","±5,585","1,874,376","±7,594","1,456,242","±8,632","1,031,446","±5,591","734,235","±2,810","470,391","±4,024","355,680","±4,014","263,844","±3,642","2,377,935","±5,709","1,479,364","±5,669","1,148,599","±6,328","898,571","±5,385","233,231","±1,535","149,353","±1,987","121,166","±2,035","83,878","±1,911","1,205,749","±3,649","810,494","±4,454","450,566","±3,956","395,255","±3,822"
"Less than $10,000",8.1%,±0.2,4.6%,±0.1,1.5%,±0.1,15.6%,±0.4,3.8%,±0.2,2.5%,±0.3,0.8%,±0.1,7.5%,±0.6,5.9%,±0.1,3.9%,±0.1,1.8%,±0.1,11.1%,±0.2,7.4%,±0.2,4.4%,±0.2,1.4%,±0.1,14.4%,±0.5,4.7%,±0.1,3.1%,±0.1,1.4%,±0.1,9.5%,±0.1,4.5%,±0.1,2.4%,±0.1,1.1%,±0.1,8.9%,±0.3,4.9%,±0.2,2.7%,±0.2,0.9%,±0.1,9.7%,±0.4,5.2%,±0.3,2.9%,±0.3,1.3%,±0.2,10.4%,±0.7,8.4%,±0.5,5.8%,±0.6,1.1%,±0.3,10.5%,±0.8,6.2%,±0.1,3.7%,±0.1,1.9%,±0.1,11.9%,±0.2,6.6%,±0.1,4.1%,±0.1,1.5%,±0.1,12.6%,±0.3,4.9%,±0.2,2.7%,±0.2,1.2%,±0.2,10.7%,±0.6,5.0%,±0.2,2.7%,±0.2,1.5%,±0.2,10.9%,±0.5,6.1%,±0.1,3.3%,±0.1,1.2%,±0.1,11.9%,±0.2,5.9%,±0.1,3.5%,±0.1,1.2%,±0.1,11.3%,±0.3,5.1%,±0.1,2.8%,±0.1,1.0%,±0.1,9.9%,±0.3,5.3%,±0.1,2.7%,±0.1,1.0%,±0.1,11.0%,±0.3,8.1%,±0.2,5.2%,±0.2,2.1%,±0.1,15.0%,±0.3,8.9%,±0.2,5.5%,±0.2,1.7%,±0.1,16.0%,±0.4,5.3%,±0.2,2.5%,±0.2,1.0%,±0.1,10.6%,±0.5,4.6%,±0.1,2.6%,±0.1,1.0%,±0.1,9.6%,±0.3,5.0%,±0.1,2.8%,±0.1,1.0%,±0.1,9.5%,±0.2,6.4%,±0.1,3.6%,±0.1,1.3%,±0.1,12.2%,±0.3,4.1%,±0.1,2.1%,±0.1,0.7%,±0.1,8.5%,±0.2,9.4%,±0.2,6.0%,±0.2,1.9%,±0.1,17.4%,±0.5,6.1%,±0.1,3.3%,±0.1,1.3%,±0.1,11.9%,±0.3,5.7%,±0.3,2.9%,±0.2,1.2%,±0.1,10.9%,±0.6,5.0%,±0.2,2.3%,±0.2,0.9%,±0.1,10.6%,±0.4,5.9%,±0.2,3.5%,±0.2,1.5%,±0.1,11.1%,±0.3,3.7%,±0.2,1.8%,±0.2,0.8%,±0.1,7.8%,±0.4,4.7%,±0.1,2.7%,±0.1,1.0%,±0.1,10.1%,±0.3,8.4%,±0.3,5.4%,±0.3,2.2%,±0.3,15.1%,±0.6,6.4%,±0.1,3.8%,±0.1,1.5%,±0.1,11.5%,±0.2,6.2%,±0.1,3.8%,±0.1,1.4%,±0.1,11.7%,±0.3,5.6%,±0.3,2.5%,±0.3,0.9%,±0.2,10.8%,±0.6,6.6%,±0.1,3.9%,±0.1,1.2%,±0.1,12.3%,±0.2,6.7%,±0.2,4.3%,±0.2,1.6%,±0.1,12.5%,±0.4,5.4%,±0.2,3.2%,±0.2,1.3%,±0.1,10.5%,±0.3,5.8%,±0.1,3.2%,±0.1,1.1%,±0.1,11.3%,±0.2,5.6%,±0.4,3.0%,±0.3,1.0%,±0.2,10.7%,±0.8,7.4%,±0.2,4.3%,±0.2,1.6%,±0.1,14.2%,±0.5,5.3%,±0.2,3.5%,±0.3,1.5%,±0.2,9.1%,±0.5,6.7%,±0.1,4.1%,±0.1,1.4%,±0.1,12.6%,±0.3,6.0%,±0.1,3.9%,±0.1,1.6%,±0.1,11.9%,±0.2,3.6%,±0.2,2.1%,±0.1,1.1%,±0.1,9.1%,±0.5,4.5%,±0.3,2.5%,±0.3,1.2%,±0.2,8.4%,±0.7,4.8%,±0.1,2.8%,±0.1,1.0%,±0.1,9.4%,±0.2,4.4%,±0.1,2.6%,±0.1,1.0%,±0.1,8.8%,±0.2,8.5%,±0.3,5.2%,±0.3,2.1%,±0.2,15.9%,±0.7,4.6%,±0.1,2.5%,±0.1,0.9%,±0.1,9.0%,±0.2,5.2%,±0.3,2.7%,±0.4,1.2%,±0.2,10.4%,±0.8,26.4%,±0.3,20.8%,±0.3,9.9%,±0.3,41.0%,±0.7
"$10,000 to $14,999",5.6%,±0.1,2.8%,±0.1,1.3%,±0.1,11.1%,±0.3,2.9%,±0.3,1.6%,±0.2,0.8%,±0.2,6.0%,±0.6,3.7%,±0.1,2.1%,±0.1,1.2%,±0.1,7.0%,±0.3,5.6%,±0.2,2.9%,±0.2,1.4%,±0.1,11.3%,±0.4,3.9%,±0.1,2.1%,±0.1,1.1%,±0.1,8.4%,±0.1,3.1%,±0.1,1.6%,±0.1,0.8%,±0.1,6.0%,±0.2,3.4%,±0.1,1.6%,±0.1,0.6%,±0.1,7.1%,±0.3,3.5%,±0.2,1.8%,±0.2,0.8%,±0.2,7.0%,±0.5,3.9%,±0.3,2.7%,±0.4,0.5%,±0.3,4.9%,±0.4,4.2%,±0.1,2.3%,±0.1,1.4%,±0.1,7.9%,±0.1,4.2%,±0.1,2.4%,±0.1,1.2%,±0.1,8.2%,±0.2,2.7%,±0.2,1.5%,±0.1,0.9%,±0.1,6.0%,±0.5,4.0%,±0.2,2.0%,±0.2,1.2%,±0.1,8.7%,±0.5,3.7%,±0.1,2.0%,±0.1,0.9%,±0.1,7.0%,±0.1,4.1%,±0.1,2.2%,±0.1,0.9%,±0.1,8.2%,±0.3,4.0%,±0.1,1.8%,±0.1,0.8%,±0.1,8.2%,±0.3,4.0%,±0.1,1.9%,±0.1,0.9%,±0.1,8.3%,±0.3,5.5%,±0.1,3.1%,±0.1,1.7%,±0.1,10.3%,±0.3,5.5%,±0.1,3.3%,±0.1,1.5%,±0.1,9.8%,±0.3,4.9%,±0.2,2.0%,±0.2,1.0%,±0.1,10.0%,±0.5,2.6%,±0.1,1.3%,±0.1,0.6%,±0.1,5.3%,±0.2,4.1%,±0.1,1.7%,±0.1,0.8%,±0.1,8.4%,±0.2,4.1%,±0.1,2.3%,±0.1,1.0%,±0.1,7.9%,±0.1,3.4%,±0.1,1.4%,±0.1,0.6%,±0.1,7.3%,±0.2,6.7%,±0.2,3.7%,±0.2,1.4%,±0.1,13.2%,±0.5,4.5%,±0.1,2.3%,±0.1,1.1%,±0.1,8.7%,±0.2,4.9%,±0.2,1.9%,±0.2,1.2%,±0.2,9.6%,±0.5,3.8%,±0.1,1.7%,±0.1,0.8%,±0.1,7.7%,±0.3,3.5%,±0.1,1.9%,±0.1,1.0%,±0.1,6.6%,±0.3,3.0%,±0.2,1.3%,±0.2,0.6%,±0.1,6.5%,±0.5,3.1%,±0.1,1.6%,±0.1,0.8%,±0.1,6.6%,±0.2,5.7%,±0.3,3.4%,±0.2,1.9%,±0.2,9.9%,±0.6,4.6%,±0.1,2.5%,±0.1,1.3%,±0.1,8.5%,±0.1,4.8%,±0.1,2.5%,±0.1,1.2%,±0.1,9.5%,±0.2,3.9%,±0.2,1.6%,±0.2,0.8%,±0.2,7.6%,±0.5,4.4%,±0.1,2.4%,±0.1,1.0%,±0.1,8.0%,±0.2,4.7%,±0.1,2.6%,±0.1,1.3%,±0.1,9.2%,±0.2,3.8%,±0.1,1.7%,±0.1,0.9%,±0.1,7.8%,±0.3,4.0%,±0.1,2.0%,±0.1,0.9%,±0.1,7.9%,±0.2,4.9%,±0.3,2.1%,±0.3,0.9%,±0.2,10.0%,±0.6,4.8%,±0.1,2.4%,±0.1,1.1%,±0.1,9.6%,±0.3,4.1%,±0.2,1.7%,±0.2,0.6%,±0.1,8.6%,±0.5,4.9%,±0.1,2.6%,±0.1,1.3%,±0.1,9.7%,±0.3,3.9%,±0.1,2.5%,±0.1,1.3%,±0.1,7.5%,±0.1,2.7%,±0.1,1.6%,±0.1,1.0%,±0.1,6.5%,±0.5,4.9%,±0.3,1.8%,±0.2,0.7%,±0.1,9.9%,±0.7,3.3%,±0.1,1.6%,±0.1,0.8%,±0.1,6.7%,±0.2,3.1%,±0.1,1.6%,±0.1,0.8%,±0.1,6.2%,±0.2,5.9%,±0.2,3.3%,±0.2,1.8%,±0.2,11.0%,±0.4,4.1%,±0.1,1.8%,±0.1,0.8%,±0.1,8.3%,±0.2,3.7%,±0.3,1.6%,±0.2,1.0%,±0.2,7.7%,±0.7,11.7%,±0.3,9.7%,±0.3,8.5%,±0.3,16.2%,±0.5
"$15,000 to $24,999",10.9%,±0.2,7.7%,±0.2,4.5%,±0.2,17.8%,±0.4,6.2%,±0.3,3.9%,±0.3,2.3%,±0.3,11.3%,±0.7,8.6%,±0.2,6.2%,±0.2,4.1%,±0.1,13.9%,±0.3,11.9%,±0.2,8.3%,±0.3,5.6%,±0.3,19.7%,±0.5,6.9%,±0.1,5.6%,±0.1,3.8%,±0.1,10.9%,±0.1,6.6%,±0.1,3.9%,±0.1,2.5%,±0.1,11.9%,±0.3,6.8%,±0.2,4.2%,±0.2,2.1%,±0.1,12.5%,±0.4,6.8%,±0.3,4.6%,±0.3,2.5%,±0.3,12.0%,±0.7,5.4%,±0.3,4.8%,±0.5,1.9%,±0.4,6.1%,±0.5,9.3%,±0.1,6.6%,±0.1,4.4%,±0.1,15.0%,±0.2,9.0%,±0.2,6.8%,±0.2,3.7%,±0.1,14.4%,±0.3,5.5%,±0.2,3.7%,±0.3,2.3%,±0.2,10.4%,±0.6,9.2%,±0.3,5.8%,±0.3,4.1%,±0.3,17.3%,±0.7,8.1%,±0.1,5.3%,±0.1,2.8%,±0.1,13.8%,±0.2,9.5%,±0.2,5.5%,±0.1,3.0%,±0.1,17.3%,±0.4,8.6%,±0.2,4.8%,±0.2,2.7%,±0.1,15.9%,±0.4,8.7%,±0.2,5.2%,±0.2,3.0%,±0.2,16.2%,±0.4,10.4%,±0.2,7.4%,±0.2,4.8%,±0.2,16.8%,±0.3,12.2%,±0.3,9.1%,±0.3,5.1%,±0.3,18.2%,±0.5,9.7%,±0.3,5.4%,±0.3,3.5%,±0.2,17.3%,±0.6,5.6%,±0.1,3.5%,±0.1,1.8%,±0.1,10.4%,±0.3,6.8%,±0.1,4.1%,±0.1,2.1%,±0.1,12.0%,±0.3,9.2%,±0.1,5.8%,±0.1,3.2%,±0.1,15.9%,±0.3,7.0%,±0.1,3.8%,±0.1,2.2%,±0.1,13.3%,±0.3,12.3%,±0.3,9.4%,±0.3,5.2%,±0.3,18.8%,±0.5,9.6%,±0.2,6.2%,±0.1,3.6%,±0.1,16.4%,±0.4,9.6%,±0.3,6.0%,±0.4,3.9%,±0.3,16.0%,±0.7,8.2%,±0.2,4.6%,±0.2,2.5%,±0.2,15.4%,±0.5,8.5%,±0.2,6.0%,±0.2,3.7%,±0.2,13.9%,±0.4,6.7%,±0.3,3.4%,±0.3,1.9%,±0.2,13.5%,±0.6,6.7%,±0.1,4.4%,±0.1,2.3%,±0.1,12.5%,±0.2,11.2%,±0.3,8.7%,±0.4,5.6%,±0.3,16.3%,±0.6,8.1%,±0.1,5.8%,±0.1,3.7%,±0.1,12.7%,±0.2,9.7%,±0.1,6.7%,±0.1,3.9%,±0.1,15.9%,±0.3,8.0%,±0.3,4.4%,±0.4,2.8%,±0.3,13.8%,±0.7,9.5%,±0.1,5.8%,±0.1,2.9%,±0.1,16.4%,±0.2,10.7%,±0.2,6.9%,±0.1,4.3%,±0.1,18.6%,±0.4,8.1%,±0.2,5.2%,±0.2,3.3%,±0.2,13.9%,±0.3,8.8%,±0.1,5.1%,±0.1,2.7%,±0.1,16.0%,±0.2,8.1%,±0.4,4.9%,±0.4,2.5%,±0.3,13.9%,±0.8,9.9%,±0.2,7.1%,±0.3,4.0%,±0.2,16.2%,±0.4,8.7%,±0.4,5.1%,±0.3,2.8%,±0.3,15.5%,±0.8,10.0%,±0.2,7.0%,±0.2,4.1%,±0.1,16.6%,±0.4,8.4%,±0.1,6.5%,±0.1,4.1%,±0.1,13.5%,±0.2,6.1%,±0.2,3.9%,±0.2,2.8%,±0.1,13.2%,±0.5,8.6%,±0.4,5.0%,±0.4,3.2%,±0.4,15.0%,±0.9,7.0%,±0.1,4.3%,±0.1,2.5%,±0.1,12.7%,±0.3,6.5%,±0.1,4.1%,±0.1,2.3%,±0.1,11.6%,±0.3,12.3%,±0.3,8.2%,±0.3,5.6%,±0.2,20.1%,±0.6,8.6%,±0.2,4.9%,±0.1,2.7%,±0.1,15.7%,±0.3,8.1%,±0.4,4.5%,±0.5,2.8%,±0.3,15.2%,±0.9,18.3%,±0.3,18.7%,±0.3,18.4%,±0.4,17.9%,±0.5
